SORBI_3001G000100	Sobic.001G000100	Sb01g000200	-
SORBI_3001G177100	Sobic.001G177100	Sb01g015410	-
SORBI_3001G177200	Sobic.001G177200	Sb01g015420	-
SORBI_3001G177300	Sobic.001G177300	Sb01g015430	-
SORBI_3001G177400	Sobic.001G177400	Sb01g015440	-
SORBI_3001G178000	Sobic.001G178000	Sb01g015500	-
SORBI_3001G178700	Sobic.001G178700	Sb01g015550	-
SORBI_3001G179000	Sobic.001G179000	Sb01g015570	-
SORBI_3001G179500	Sobic.001G179500	Sb01g015630	-
SORBI_3001G180300	Sobic.001G180300	Sb01g015690	-
SORBI_3001G181300	Sobic.001G181300	Sb01g015770	-
SORBI_3001G181700	Sobic.001G181700	Sb01g015800	-
SORBI_3001G182100	Sobic.001G182100	Sb01g015830	-
SORBI_3001G182800	Sobic.001G182800	Sb01g015900	-
SORBI_3001G183000	Sobic.001G183000	Sb01g015910	-
SORBI_3001G183600	Sobic.001G183600	Sb01g015960	-
SORBI_3001G184400	Sobic.001G184400	Sb01g016020	-
SORBI_3001G184900	Sobic.001G184900	Sb01g016050	-
SORBI_3001G185100	Sobic.001G185100	Sb01g016070	-
SORBI_3001G185200	Sobic.001G185200	Sb01g016080	-
SORBI_3001G185300	Sobic.001G185300	Sb01g016090	-
SORBI_3001G186300	Sobic.001G186300	Sb01g016190	-
SORBI_3001G186925	Sobic.001G186925	Sb01g016410	-
SORBI_3001G187700	Sobic.001G187700	Sb01g016490	-
SORBI_3001G188600	Sobic.001G188600	Sb01g016560	-
SORBI_3001G188700	Sobic.001G188700	Sb01g016570	-
SORBI_3001G188900	Sobic.001G188900	Sb01g016590	-
SORBI_3001G189800	Sobic.001G189800	Sb01g016680	-
SORBI_3001G190100	Sobic.001G190100	Sb01g016720	-
SORBI_3001G190300	Sobic.001G190300	Sb01g016740	-
SORBI_3001G191700	Sobic.001G191700	Sb01g016850	-
SORBI_3001G192100	Sobic.001G192100	Sb01g016900	-
SORBI_3001G192300	Sobic.001G192300	Sb01g016930	-
SORBI_3001G193400	Sobic.001G193400	Sb01g017040	-
SORBI_3001G194100	Sobic.001G194100	Sb01g017090	-
SORBI_3001G194600	Sobic.001G194600	Sb01g017120	-
SORBI_3001G195300	Sobic.001G195300	Sb01g017180	-
SORBI_3001G195500	Sobic.001G195500	Sb01g017190	-
SORBI_3001G196200	Sobic.001G196200	Sb01g017260	-
SORBI_3001G196400	Sobic.001G196400	Sb01g017280	-
SORBI_3001G197100	Sobic.001G197100	Sb01g017350	-
SORBI_3001G198400	Sobic.001G198400	Sb01g017480	-
SORBI_3001G198600	Sobic.001G198600	Sb01g017500	-
SORBI_3001G198700	Sobic.001G198700	Sb01g017510	-
SORBI_3001G198800	Sobic.001G198800	Sb01g017520	-
SORBI_3001G199900	Sobic.001G199900	Sb01g017640	-
SORBI_3001G200000	Sobic.001G200000	Sb01g017650	-
SORBI_3001G201100	Sobic.001G201100	Sb01g017730	-
SORBI_3001G202900	Sobic.001G202900	Sb01g017880	-
SORBI_3001G203000	Sobic.001G203000	Sb01g017890	-
SORBI_3001G203100	Sobic.001G203100	Sb01g017900	-
SORBI_3001G203200	Sobic.001G203200	Sb01g017910	-
SORBI_3001G203400	Sobic.001G203400	Sb01g017940	-
SORBI_3001G204000	Sobic.001G204000	Sb01g018020	-
SORBI_3001G204100	Sobic.001G204100	Sb01g018030	-
SORBI_3001G204300	Sobic.001G204300	Sb01g018050	-
SORBI_3001G204400	Sobic.001G204400	Sb01g018060	-
SORBI_3001G204700	Sobic.001G204700	Sb01g018080	-
SORBI_3001G205000	Sobic.001G205000	Sb01g018110	-
SORBI_3001G205200	Sobic.001G205200	Sb01g018130	-
SORBI_3001G205600	Sobic.001G205600	Sb01g018170	-
SORBI_3001G206400	Sobic.001G206400	Sb01g018250	-
SORBI_3001G206600	Sobic.001G206600	Sb01g018270	-
SORBI_3001G206900	Sobic.001G206900	Sb01g018290	-
SORBI_3001G207500	Sobic.001G207500	Sb01g018350	-
SORBI_3001G207633	Sobic.001G207633	Sb01g018370	-
SORBI_3001G207700	Sobic.001G207700	Sb01g018380	-
SORBI_3001G208000	Sobic.001G208000	Sb01g018395	-
SORBI_3001G209000	Sobic.001G209000	Sb01g018470	-
SORBI_3001G209800	Sobic.001G209800	Sb01g018550	-
SORBI_3001G210000	Sobic.001G210000	Sb01g018570	-
SORBI_3001G210101	Sobic.001G210101	Sb01g018580	-
SORBI_3001G210200	Sobic.001G210200	Sb01g018590	-
SORBI_3001G210700	Sobic.001G210700	Sb01g018630	-
SORBI_3001G213200	Sobic.001G213200	Sb01g018850	-
SORBI_3001G213500	Sobic.001G213500	Sb01g018870	-
SORBI_3001G214300	Sobic.001G214300	Sb01g018910	-
SORBI_3001G214900	Sobic.001G214900	Sb01g018940	-
SORBI_3001G215400	Sobic.001G215400	Sb01g018980	-
SORBI_3001G215500	Sobic.001G215500	Sb01g018990	-
SORBI_3001G215600	Sobic.001G215600	Sb01g019000	-
SORBI_3001G216100	Sobic.001G216100	Sb01g019030	-
SORBI_3001G216200	Sobic.001G216200	Sb01g019040	-
SORBI_3001G216300	Sobic.001G216300	Sb01g019050	-
SORBI_3001G216400	Sobic.001G216400	Sb01g019060	-
SORBI_3001G217700	Sobic.001G217700	Sb01g019170	-
SORBI_3001G217900	Sobic.001G217900	Sb01g019180	-
SORBI_3001G218400	Sobic.001G218400	Sb01g019200	-
SORBI_3001G218600	Sobic.001G218600	Sb01g019210	-
SORBI_3001G218701	Sobic.001G218701	Sb01g019230	-
SORBI_3001G219900	Sobic.001G219900	Sb01g019330	-
SORBI_3001G221500	Sobic.001G221500	Sb01g019490	-
SORBI_3001G221800	Sobic.001G221800	Sb01g019510	-
SORBI_3001G225800	Sobic.001G225800	Sb01g019780	-
SORBI_3001G226300	Sobic.001G226300	Sb01g019820	-
SORBI_3001G226401	Sobic.001G226401	Sb01g019830	-
SORBI_3001G226700	Sobic.001G226700	Sb01g019860	-
SORBI_3001G227000	Sobic.001G227000	Sb01g019880	-
SORBI_3001G227601	Sobic.001G227601	Sb01g019950	-
SORBI_3001G227700	Sobic.001G227700	Sb01g019960	-
SORBI_3001G228000	Sobic.001G228000	Sb01g019990	-
SORBI_3001G229100	Sobic.001G229100	Sb01g020080	-
SORBI_3001G230100	Sobic.001G230100	Sb01g020150	-
SORBI_3001G230300	Sobic.001G230300	Sb01g020170	-
SORBI_3001G230400	Sobic.001G230400	Sb01g020180	-
SORBI_3001G230600	Sobic.001G230600	Sb01g020200	-
SORBI_3001G231100	Sobic.001G231100	Sb01g020260	-
SORBI_3001G231200	Sobic.001G231200	Sb01g020270	-
SORBI_3001G231800	Sobic.001G231800	Sb01g020320	-
SORBI_3001G231900	Sobic.001G231900	Sb01g020330	-
SORBI_3001G233200	Sobic.001G233200	Sb01g020430	-
SORBI_3001G233600	Sobic.001G233600	Sb01g020470	-
SORBI_3001G233800	Sobic.001G233800	Sb01g020490	-
SORBI_3001G233900	Sobic.001G233900	Sb01g020500	-
SORBI_3001G234200	Sobic.001G234200	Sb01g020520	-
SORBI_3001G234500	Sobic.001G234500	Sb01g020555	-
SORBI_3001G235400	Sobic.001G235400	Sb01g020800	-
SORBI_3001G237400	Sobic.001G237400	Sb01g020980	-
SORBI_3001G237700	Sobic.001G237700	Sb01g021020	-
SORBI_3001G238500	Sobic.001G238500	Sb01g021110	-
SORBI_3001G238700	Sobic.001G238700	Sb01g021120	-
SORBI_3001G239000	Sobic.001G239000	Sb01g021150	-
SORBI_3001G239800	Sobic.001G239800	Sb01g021230	-
SORBI_3001G240500	Sobic.001G240500	Sb01g021290	-
SORBI_3001G240900	Sobic.001G240900	Sb01g021310	-
SORBI_3001G241300	Sobic.001G241300	Sb01g021360	-
SORBI_3001G242200	Sobic.001G242200	Sb01g021440	-
SORBI_3001G243732	Sobic.001G243732	Sb01g021605	-
SORBI_3001G244300	Sobic.001G244300	Sb01g021650	-
SORBI_3001G244600	Sobic.001G244600	Sb01g021680	-
SORBI_3001G245000	Sobic.001G245000	Sb01g021710	-
SORBI_3001G245300	Sobic.001G245300	Sb01g021730	-
SORBI_3001G245800	Sobic.001G245800	Sb01g021740	-
SORBI_3001G245900	Sobic.001G245900	Sb01g021760	-
SORBI_3001G246200	Sobic.001G246200	Sb01g021780	-
SORBI_3001G249100	Sobic.001G249100	Sb01g022030	-
SORBI_3001G249400	Sobic.001G249400	Sb01g022060	-
SORBI_3001G249700	Sobic.001G249700	Sb01g022090	-
SORBI_3001G249800	Sobic.001G249800	Sb01g022100	-
SORBI_3001G250100	Sobic.001G250100	Sb01g022110	-
SORBI_3001G250600	Sobic.001G250600	Sb01g022160	-
SORBI_3001G251200	Sobic.001G251200	Sb01g022190	-
SORBI_3001G252500	Sobic.001G252500	Sb01g022310	-
SORBI_3001G253600	Sobic.001G253600	Sb01g022390	-
SORBI_3001G256800	Sobic.001G256800	Sb01g023060	-
SORBI_3001G257100	Sobic.001G257100	Sb01g023080	-
SORBI_3001G257200	Sobic.001G257200	Sb01g023100	-
SORBI_3001G257700	Sobic.001G257700	Sb01g023140	-
SORBI_3001G258100	Sobic.001G258100	Sb01g023190	-
SORBI_3001G258300	Sobic.001G258300	Sb01g023210	-
SORBI_3001G259300	Sobic.001G259300	Sb01g023290	-
SORBI_3001G259400	Sobic.001G259400	Sb01g023300	-
SORBI_3001G259600	Sobic.001G259600	Sb01g023320	-
SORBI_3001G260400	Sobic.001G260400	Sb01g023530	-
SORBI_3001G261600	Sobic.001G261600	Sb01g024390	-
SORBI_3001G263000	Sobic.001G263000	Sb01g024850	-
SORBI_3001G263300	Sobic.001G263300	Sb01g025290	-
SORBI_3001G264800	Sobic.001G264800	Sb01g025850	-
SORBI_3001G265500	Sobic.001G265500	Sb01g025910	-
SORBI_3001G265700	Sobic.001G265700	Sb01g025950	-
SORBI_3001G265800	Sobic.001G265800	Sb01g025960	-
SORBI_3001G267701	Sobic.001G267701	Sb01g026290	-
SORBI_3001G268100	Sobic.001G268100	Sb01g026325	-
SORBI_3001G269900	Sobic.001G269900	Sb01g026510	-
SORBI_3001G270900	Sobic.001G270900	Sb01g026600	-
SORBI_3001G271200	Sobic.001G271200	Sb01g026643	-
SORBI_3001G271300	Sobic.001G271300	Sb01g026650	-
SORBI_3001G271500	Sobic.001G271500	Sb01g026660	-
SORBI_3001G272100	Sobic.001G272100	Sb01g026680	-
SORBI_3001G272700	Sobic.001G272700	Sb01g026700	-
SORBI_3001G272900	Sobic.001G272900	Sb01g026720	-
SORBI_3001G273600	Sobic.001G273600	Sb01g026840	-
SORBI_3001G274025	Sobic.001G274025	Sb01g026880	-
SORBI_3001G274400	Sobic.001G274400	Sb01g026940	-
SORBI_3001G276200	Sobic.001G276200	Sb01g027260	-
SORBI_3001G277300	Sobic.001G277300	Sb01g027340	-
SORBI_3001G277900	Sobic.001G277900	Sb01g027390	-
SORBI_3001G279000	Sobic.001G279000	Sb01g027450	-
SORBI_3001G279500	Sobic.001G279500	Sb01g027490	-
SORBI_3001G280500	Sobic.001G280500	Sb01g027600	-
SORBI_3001G280800	Sobic.001G280800	Sb01g027620	-
SORBI_3001G281300	Sobic.001G281300	Sb01g027660	-
SORBI_3001G281400	Sobic.001G281400	Sb01g027670	-
SORBI_3001G281800	Sobic.001G281800	Sb01g027710	-
SORBI_3001G282800	Sobic.001G282800	Sb01g027820	-
SORBI_3001G283000	Sobic.001G283000	Sb01g027840	-
SORBI_3001G283100	Sobic.001G283100	Sb01g027850	-
SORBI_3001G283400	Sobic.001G283400	Sb01g027880	-
SORBI_3001G283600	Sobic.001G283600	Sb01g027900	-
SORBI_3001G284100	Sobic.001G284100	Sb01g027920	-
SORBI_3001G284200	Sobic.001G284200	Sb01g027930	-
SORBI_3001G284900	Sobic.001G284900	Sb01g027980	-
SORBI_3001G285000	Sobic.001G285000	Sb01g027990	-
SORBI_3001G285300	Sobic.001G285300	Sb01g028020	-
SORBI_3001G285800	Sobic.001G285800	Sb01g028050	-
SORBI_3001G286000	Sobic.001G286000	Sb01g028080	-
SORBI_3001G288100	Sobic.001G288100	Sb01g028260	-
SORBI_3001G288200	Sobic.001G288200	Sb01g028270	-
SORBI_3001G288400	Sobic.001G288400	Sb01g028280	-
SORBI_3001G289400	Sobic.001G289400	Sb01g028360	-
SORBI_3001G290100	Sobic.001G290100	Sb01g028420	-
SORBI_3001G290200	Sobic.001G290200	Sb01g028430	-
SORBI_3001G291000	Sobic.001G291000	Sb01g028490	-
SORBI_3001G291800	Sobic.001G291800	Sb01g028520	-
SORBI_3001G292400	Sobic.001G292400	Sb01g028570	-
SORBI_3001G293900	Sobic.001G293900	Sb01g028710	-
SORBI_3001G294700	Sobic.001G294700	Sb01g028790	-
SORBI_3001G295500	Sobic.001G295500	Sb01g028860	-
SORBI_3001G295800	Sobic.001G295800	Sb01g028890	-
SORBI_3001G296000	Sobic.001G296000	Sb01g028910	-
SORBI_3001G297000	Sobic.001G297000	Sb01g028990	-
SORBI_3001G297800	Sobic.001G297800	Sb01g029050	-
SORBI_3001G298500	Sobic.001G298500	Sb01g029090	-
SORBI_3001G298600	Sobic.001G298600	Sb01g029100	-
SORBI_3001G298800	Sobic.001G298800	Sb01g029110	-
SORBI_3001G299600	Sobic.001G299600	Sb01g029170	-
SORBI_3001G299700	Sobic.001G299700	Sb01g029180	-
SORBI_3001G301100	Sobic.001G301100	Sb01g029290	-
SORBI_3001G302100	Sobic.001G302100	Sb01g029390	-
SORBI_3001G302200	Sobic.001G302200	Sb01g029400	-
SORBI_3001G302300	Sobic.001G302300	Sb01g029410	-
SORBI_3001G302400	Sobic.001G302400	Sb01g029420	-
SORBI_3001G302500	Sobic.001G302500	Sb01g029430	-
SORBI_3001G303900	Sobic.001G303900	Sb01g029590	-
SORBI_3001G304100	Sobic.001G304100	Sb01g029610	-
SORBI_3001G304300	Sobic.001G304300	Sb01g029630	-
SORBI_3001G304800	Sobic.001G304800	Sb01g029670	-
SORBI_3001G304900	Sobic.001G304900	Sb01g029680	-
SORBI_3001G305200	Sobic.001G305200	Sb01g029720	-
SORBI_3001G305500	Sobic.001G305500	Sb01g029740	-
SORBI_3001G305600	Sobic.001G305600	Sb01g029750	-
SORBI_3001G305700	Sobic.001G305700	Sb01g029770	-
SORBI_3001G305900	Sobic.001G305900	Sb01g029790	-
SORBI_3001G306600	Sobic.001G306600	Sb01g029900	-
SORBI_3001G306700	Sobic.001G306700	Sb01g029910	-
SORBI_3001G307000	Sobic.001G307000	Sb01g029930	-
SORBI_3001G307700	Sobic.001G307700	Sb01g029990	-
SORBI_3001G307900	Sobic.001G307900	Sb01g030010	-
SORBI_3001G308300	Sobic.001G308300	Sb01g030060	-
SORBI_3001G308400	Sobic.001G308400	Sb01g030070	-
SORBI_3001G308600	Sobic.001G308600	Sb01g030090	-
SORBI_3001G308700	Sobic.001G308700	Sb01g030110	-
SORBI_3001G308900	Sobic.001G308900	Sb01g030130	-
SORBI_3001G309300	Sobic.001G309300	Sb01g030165	-
SORBI_3001G309600	Sobic.001G309600	Sb01g030190	-
SORBI_3001G309900	Sobic.001G309900	Sb01g030220	-
SORBI_3001G310800	Sobic.001G310800	Sb01g030300	-
SORBI_3001G310900	Sobic.001G310900	Sb01g030310	-
SORBI_3001G311800	Sobic.001G311800	Sb01g030360	-
SORBI_3001G313000	Sobic.001G313000	Sb01g030440	-
SORBI_3001G313600	Sobic.001G313600	Sb01g030500	-
SORBI_3001G313800	Sobic.001G313800	Sb01g030520	-
SORBI_3001G314100	Sobic.001G314100	Sb01g030540	-
SORBI_3001G314200	Sobic.001G314200	Sb01g030550	-
SORBI_3001G314700	Sobic.001G314700	Sb01g030600	-
SORBI_3001G314800	Sobic.001G314800	Sb01g030610	-
SORBI_3001G314900	Sobic.001G314900	Sb01g030620	-
SORBI_3001G315200	Sobic.001G315200	Sb01g030640	-
SORBI_3001G315400	Sobic.001G315400	Sb01g030650	-
SORBI_3001G315600	Sobic.001G315600	Sb01g030670	-
SORBI_3001G315800	Sobic.001G315800	Sb01g030690	-
SORBI_3001G316300	Sobic.001G316300	Sb01g030720	-
SORBI_3001G316400	Sobic.001G316400	Sb01g030730	-
SORBI_3001G316500	Sobic.001G316500	Sb01g030740	-
SORBI_3001G317700	Sobic.001G317700	Sb01g030830	-
SORBI_3001G317800	Sobic.001G317800	Sb01g030840	-
SORBI_3001G317900	Sobic.001G317900	Sb01g030860	-
SORBI_3001G318200	Sobic.001G318200	Sb01g030880	-
SORBI_3001G318700	Sobic.001G318700	Sb01g030950	-
SORBI_3001G318800	Sobic.001G318800	Sb01g030970	-
SORBI_3001G319200	Sobic.001G319200	Sb01g031010	-
SORBI_3001G319700	Sobic.001G319700	Sb01g031050	-
SORBI_3001G320000	Sobic.001G320000	Sb01g031090	-
SORBI_3001G320400	Sobic.001G320400	Sb01g031120	-
SORBI_3001G320500	Sobic.001G320500	Sb01g031130	-
SORBI_3001G321400	Sobic.001G321400	Sb01g031180	-
SORBI_3001G322100	Sobic.001G322100	Sb01g031240	-
SORBI_3001G323400	Sobic.001G323400	Sb01g031340	-
SORBI_3001G323701	Sobic.001G323701	Sb01g031370	-
SORBI_3001G323900	Sobic.001G323900	Sb01g031390	-
SORBI_3001G325100	Sobic.001G325100	Sb01g031510	-
SORBI_3001G325500	Sobic.001G325500	Sb01g031550	-
SORBI_3001G326100	Sobic.001G326100	Sb01g031580	-
SORBI_3001G326400	Sobic.001G326400	Sb01g031610	-
SORBI_3001G326700	Sobic.001G326700	Sb01g031640	-
SORBI_3001G326800	Sobic.001G326800	Sb01g031650	-
SORBI_3001G327900	Sobic.001G327900	Sb01g031720	-
SORBI_3001G328350	Sobic.001G328350	Sb01g031780	-
SORBI_3001G328500	Sobic.001G328500	Sb01g031790	-
SORBI_3001G328800	Sobic.001G328800	Sb01g031800	-
SORBI_3001G329100	Sobic.001G329100	Sb01g031820	-
SORBI_3001G329300	Sobic.001G329300	Sb01g031840	-
SORBI_3001G329400	Sobic.001G329400	Sb01g031850	-
SORBI_3001G330300	Sobic.001G330300	Sb01g031910	-
SORBI_3001G330400	Sobic.001G330400	Sb01g031920	-
SORBI_3001G331000	Sobic.001G331000	Sb01g031990	-
SORBI_3001G331500	Sobic.001G331500	Sb01g032040	-
SORBI_3001G331900	Sobic.001G331900	Sb01g032070	-
SORBI_3001G332300	Sobic.001G332300	Sb01g032100	-
SORBI_3001G332400	Sobic.001G332400	Sb01g032110	-
SORBI_3001G333100	Sobic.001G333100	Sb01g032170	-
SORBI_3001G333200	Sobic.001G333200	Sb01g032180	-
SORBI_3001G333300	Sobic.001G333300	Sb01g032190	-
SORBI_3001G333400	Sobic.001G333400	Sb01g032200	-
SORBI_3001G333700	Sobic.001G333700	Sb01g032230	-
SORBI_3001G333800	Sobic.001G333800	Sb01g032240	-
SORBI_3001G334501	Sobic.001G334501	Sb01g032300	-
SORBI_3001G334600	Sobic.001G334600	Sb01g032310	-
SORBI_3001G334900	Sobic.001G334900	Sb01g032330	-
SORBI_3001G335000	Sobic.001G335000	Sb01g032340	-
SORBI_3001G335300	Sobic.001G335300	Sb01g032360	-
SORBI_3001G335500	Sobic.001G335500	Sb01g032380	-
SORBI_3001G335800	Sobic.001G335800	Sb01g032400	-
SORBI_3001G337500	Sobic.001G337500	Sb01g032520	-
SORBI_3001G337600	Sobic.001G337600	Sb01g032530	-
SORBI_3001G337800	Sobic.001G337800	Sb01g032540	-
SORBI_3001G338100	Sobic.001G338100	Sb01g032560	-
SORBI_3001G338400	Sobic.001G338400	Sb01g032570	-
SORBI_3001G338500	Sobic.001G338500	Sb01g032575	-
SORBI_3001G338800	Sobic.001G338800	Sb01g032593	-
SORBI_3001G339200	Sobic.001G339200	Sb01g032630	-
SORBI_3001G339300	Sobic.001G339300	Sb01g032640	-
SORBI_3001G339400	Sobic.001G339400	Sb01g032650	-
SORBI_3001G339500	Sobic.001G339500	Sb01g032660	-
SORBI_3001G339600	Sobic.001G339600	Sb01g032670	-
SORBI_3001G339700	Sobic.001G339700	Sb01g032680	-
SORBI_3001G340600	Sobic.001G340600	Sb01g032740	-
SORBI_3001G340700	Sobic.001G340700	Sb01g032750	-
SORBI_3001G340800	Sobic.001G340800	Sb01g032760	-
SORBI_3001G341200	Sobic.001G341200	Sb01g032785	-
SORBI_3001G341300	Sobic.001G341300	Sb01g032790	-
SORBI_3001G341400	Sobic.001G341400	Sb01g032800	-
SORBI_3001G342000	Sobic.001G342000	Sb01g032860	-
SORBI_3001G342400	Sobic.001G342400	Sb01g032880	-
SORBI_3001G343766	Sobic.001G343766	Sb01g033010	-
SORBI_3001G343900	Sobic.001G343900	Sb01g033020	-
SORBI_3001G344000	Sobic.001G344000	Sb01g033030	-
SORBI_3001G344300	Sobic.001G344300	Sb01g033040	-
SORBI_3001G344600	Sobic.001G344600	Sb01g033070	-
SORBI_3001G344700	Sobic.001G344700	Sb01g033080	-
SORBI_3001G345000	Sobic.001G345000	Sb01g033110	-
SORBI_3001G345200	Sobic.001G345200	Sb01g033130	-
SORBI_3001G345300	Sobic.001G345300	Sb01g033140	-
SORBI_3001G346200	Sobic.001G346200	Sb01g033200	-
SORBI_3001G346900	Sobic.001G346900	Sb01g033250	-
SORBI_3001G347300	Sobic.001G347300	Sb01g033290	-
SORBI_3001G347500	Sobic.001G347500	Sb01g033300	-
SORBI_3001G347600	Sobic.001G347600	Sb01g033310	-
SORBI_3001G348500	Sobic.001G348500	Sb01g033370	-
SORBI_3001G349500	Sobic.001G349500	Sb01g033450	-
SORBI_3001G349700	Sobic.001G349700	Sb01g033470	-
SORBI_3001G349800	Sobic.001G349800	Sb01g033480	-
SORBI_3001G351100	Sobic.001G351100	Sb01g033600	-
SORBI_3001G351200	Sobic.001G351200	Sb01g033610	-
SORBI_3001G352400	Sobic.001G352400	Sb01g033720	-
SORBI_3001G352500	Sobic.001G352500	Sb01g033730	-
SORBI_3001G352600	Sobic.001G352600	Sb01g033740	-
SORBI_3001G352900	Sobic.001G352900	Sb01g033760	-
SORBI_3001G353200	Sobic.001G353200	Sb01g033790	-
SORBI_3001G353700	Sobic.001G353700	Sb01g033850	-
SORBI_3001G354800	Sobic.001G354800	Sb01g033920	-
SORBI_3001G354900	Sobic.001G354900	Sb01g033930	-
SORBI_3001G355300	Sobic.001G355300	Sb01g033970	-
SORBI_3001G355500	Sobic.001G355500	Sb01g033990	-
SORBI_3001G356700	Sobic.001G356700	Sb01g034080	-
SORBI_3001G357000	Sobic.001G357000	Sb01g034100	-
SORBI_3001G358300	Sobic.001G358300	Sb01g034220	-
SORBI_3001G358500	Sobic.001G358500	Sb01g034230	-
SORBI_3001G358700	Sobic.001G358700	Sb01g034250	-
SORBI_3001G358800	Sobic.001G358800	Sb01g034260	-
SORBI_3001G359000	Sobic.001G359000	Sb01g034280	-
SORBI_3001G359100	Sobic.001G359100	Sb01g034290	-
SORBI_3001G359200	Sobic.001G359200	Sb01g034300	-
SORBI_3001G359700	Sobic.001G359700	Sb01g034360	-
SORBI_3001G359800	Sobic.001G359800	Sb01g034370	-
SORBI_3001G359900	Sobic.001G359900	Sb01g034380	-
SORBI_3001G360300	Sobic.001G360300	Sb01g034410	-
SORBI_3001G361200	Sobic.001G361200	Sb01g034510	-
SORBI_3001G362701	Sobic.001G362701	Sb01g034630	-
SORBI_3001G363100	Sobic.001G363100	Sb01g034670	-
SORBI_3001G363200	Sobic.001G363200	Sb01g034680	-
SORBI_3001G363300	Sobic.001G363300	Sb01g034690	-
SORBI_3001G363700	Sobic.001G363700	Sb01g034710	-
SORBI_3001G364200	Sobic.001G364200	Sb01g034730	-
SORBI_3001G364400	Sobic.001G364400	Sb01g034740	-
SORBI_3001G364600	Sobic.001G364600	Sb01g034760	-
SORBI_3001G365000	Sobic.001G365000	Sb01g034790	-
SORBI_3001G365100	Sobic.001G365100	Sb01g034810	-
SORBI_3001G365200	Sobic.001G365200	Sb01g034820	-
SORBI_3001G365600	Sobic.001G365600	Sb01g034850	-
SORBI_3001G365700	Sobic.001G365700	Sb01g034860	-
SORBI_3001G366000	Sobic.001G366000	Sb01g034880	-
SORBI_3001G366500	Sobic.001G366500	Sb01g034930	-
SORBI_3001G366600	Sobic.001G366600	Sb01g034940	-
SORBI_3001G366700	Sobic.001G366700	Sb01g034950	-
SORBI_3001G366800	Sobic.001G366800	Sb01g034960	-
SORBI_3001G367600	Sobic.001G367600	Sb01g035010	-
SORBI_3001G367700	Sobic.001G367700	Sb01g035020	-
SORBI_3001G367900	Sobic.001G367900	Sb01g035040	-
SORBI_3001G368000	Sobic.001G368000	Sb01g035050	-
SORBI_3001G368100	Sobic.001G368100	Sb01g035060	-
SORBI_3001G369900	Sobic.001G369900	Sb01g035190	-
SORBI_3001G370100	Sobic.001G370100	Sb01g035210	-
SORBI_3001G370500	Sobic.001G370500	Sb01g035240	-
SORBI_3001G370600	Sobic.001G370600	Sb01g035250	-
SORBI_3001G371800	Sobic.001G371800	Sb01g035340	-
SORBI_3001G373200	Sobic.001G373200	Sb01g035450	-
SORBI_3001G373900	Sobic.001G373900	Sb01g035520	-
SORBI_3001G375800	Sobic.001G375800	Sb01g035690	-
SORBI_3001G377200	Sobic.001G377200	Sb01g035800	-
SORBI_3001G377300	Sobic.001G377300	Sb01g035810	-
SORBI_3001G377500	Sobic.001G377500	Sb01g035830	-
SORBI_3001G377700	Sobic.001G377700	Sb01g035850	-
SORBI_3001G378400	Sobic.001G378400	Sb01g035900	-
SORBI_3001G379500	Sobic.001G379500	Sb01g036010	-
SORBI_3001G380000	Sobic.001G380000	Sb01g036060	-
SORBI_3001G380200	Sobic.001G380200	Sb01g036080	-
SORBI_3001G380900	Sobic.001G380900	Sb01g036150	-
SORBI_3001G381800	Sobic.001G381800	Sb01g036210	-
SORBI_3001G381900	Sobic.001G381900	Sb01g036220	-
SORBI_3001G382400	Sobic.001G382400	Sb01g036260	-
SORBI_3001G382600	Sobic.001G382600	Sb01g036280	-
SORBI_3001G383900	Sobic.001G383900	Sb01g036400	-
SORBI_3001G384000	Sobic.001G384000	Sb01g036410	-
SORBI_3001G384800	Sobic.001G384800	Sb01g036500	-
SORBI_3001G385000	Sobic.001G385000	Sb01g036510	-
SORBI_3001G385200	Sobic.001G385200	Sb01g036530	-
SORBI_3001G386000	Sobic.001G386000	Sb01g036590	-
SORBI_3001G386300	Sobic.001G386300	Sb01g036630	-
SORBI_3001G387200	Sobic.001G387200	Sb01g036710	-
SORBI_3001G388400	Sobic.001G388400	Sb01g036820	-
SORBI_3001G388700	Sobic.001G388700	Sb01g036840	-
SORBI_3001G389100	Sobic.001G389100	Sb01g036880	-
SORBI_3001G390400	Sobic.001G390400	Sb01g037020	-
SORBI_3001G392400	Sobic.001G392400	Sb01g037180	-
SORBI_3001G393600	Sobic.001G393600	Sb01g037290	-
SORBI_3001G394600	Sobic.001G394600	Sb01g037350	-
SORBI_3001G395000	Sobic.001G395000	Sb01g037400	-
SORBI_3001G395700	Sobic.001G395700	Sb01g037460	-
SORBI_3001G397300	Sobic.001G397300	Sb01g037590	-
SORBI_3001G398000	Sobic.001G398000	Sb01g037680	-
SORBI_3001G398300	Sobic.001G398300	Sb01g037700	-
SORBI_3001G398400	Sobic.001G398400	Sb01g037720	-
SORBI_3001G398700	Sobic.001G398700	Sb01g037750	-
SORBI_3001G400200	Sobic.001G400200	Sb01g037880	-
SORBI_3001G401800	Sobic.001G401800	Sb01g038020	-
SORBI_3001G403000	Sobic.001G403000	Sb01g038120	-
SORBI_3001G403600	Sobic.001G403600	Sb01g038180	-
SORBI_3001G404300	Sobic.001G404300	Sb01g038245	-
SORBI_3001G404600	Sobic.001G404600	Sb01g038270	-
SORBI_3001G405100	Sobic.001G405100	Sb01g038320	-
