v5 Gene Model ID	v4 Gene Model ID	v3 Gene Model ID	Gene Symbol	Full Name	Source
Zm00001eb038070	Zm00001d031796	GRMZM2G369472	ereb172	AP2-EREBP-transcription factor 172	Gene Model - MaizeGDB
Zm00001eb038070	Zm00001d031796	GRMZM2G369472	ereb172	AP2-EREBP-transcription factor 172	Grassius
Zm00001eb038160	Zm00001d031802	AF041043	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AF041044	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AF041045	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AF041046	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AY101968	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AY101969	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AY101970	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AY101971	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AY101972	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AY101973	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AY101974	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AY101975	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	AY101976	hm1	Helminthosporium carbonum susceptibility1	GenBank
Zm00001eb038160	Zm00001d031802	GRMZM5G881887	hm1	Helminthosporium carbonum susceptibility1	Classical Genes
Zm00001eb038180	Zm00001d031804	GRMZM2G104938	LOC100280790		Gene Model - MaizeGDB
Zm00001eb038190	Zm00001d031805	AC218900.3_FG001	LOC100282856		Gene Model - MaizeGDB
Zm00001eb038200	Zm00001d031806	GRMZM2G007969	cep1	C-terminally encoded peptide1	Gene Model - MaizeGDB
Zm00001eb038250	Zm00001d031811	GRMZM2G117378	Zm00001d031811		Gene Model - MaizeGDB
Zm00001eb038270	Zm00001d031813	GRMZM2G349749	Zm00001d031813		Gene Model - MaizeGDB
Zm00001eb038280	Zm00001d031814	GRMZM5G814389	Zm00001d031814		Gene Model - MaizeGDB
Zm00001eb038290	Zm00001d031815	GRMZM5G865811	Zm00001d031815		Gene Model - MaizeGDB
Zm00001eb038320	Zm00001d031818	GRMZM2G082630	bhlh170	bHLH-transcription factor 170	Gene Model - MaizeGDB
Zm00001eb038320	Zm00001d031818	GRMZM2G082630	bhlh170	bHLH-transcription factor 170	Grassius
Zm00001eb038350	Zm00001d031824	GRMZM2G157010	cl12107_1		Gene Model - MaizeGDB
Zm00001eb038360	Zm00001d031822	GRMZM2G457309	pco108588		Gene Model - MaizeGDB
Zm00001eb038370	Zm00001d031825	GRMZM2G157018	GRMZM2G157018		Gene Model - MaizeGDB
Zm00001eb038400	Zm00001d031832	GRMZM2G136443	ubp6	ubiquitin-specific protease6	Gene Model - MaizeGDB
Zm00001eb038410	Zm00001d031833	At4g24570	Zm00001d031833		Arabidopsis Ortholog
Zm00001eb038410	Zm00001d031833	GRMZM2G436593	Zm00001d031833		Gene Model - MaizeGDB
Zm00001eb038430	Zm00001d031837	GRMZM2G133413	cyc14	cyclin14	Gene Model - MaizeGDB
Zm00001eb038450	Zm00001d031840	GRMZM2G346920	zhd3	ZF-HD transcription factor homolog3	Gene Model - MaizeGDB
Zm00001eb038450	Zm00001d031840	GRMZM2G346920	zhd3	ZF-HD transcription factor homolog3	Grassius
Zm00001eb038450	Zm00001d031840	GRMZM5G884837	zhd3	ZF-HD transcription factor homolog3	Gene Model - MaizeGDB
Zm00001eb038460	Zm00001d031840	GRMZM2G346920	zhd3	ZF-HD transcription factor homolog3	Gene Model - MaizeGDB
Zm00001eb038460	Zm00001d031840	GRMZM2G346920	zhd3	ZF-HD transcription factor homolog3	Grassius
Zm00001eb038460	Zm00001d031840	GRMZM5G884837	zhd3	ZF-HD transcription factor homolog3	Gene Model - MaizeGDB
Zm00001eb038470	Zm00001d031844	GRMZM2G004079	Zm00001eb038470		Gene Model - MaizeGDB
Zm00001eb038490	Zm00001d031847	AT3G54670	Zm00001d031847		Arabidopsis Ortholog
Zm00001eb038490	Zm00001d031847	GRMZM2G416069	Zm00001d031847		Gene Model - MaizeGDB
Zm00001eb038490	Zm00001d031847	GRMZM5G899800	Zm00001d031847		Gene Model - MaizeGDB
Zm00001eb038500	Zm00001d031848	GRMZM2G115730	GRMZM2G115730		Gene Model - MaizeGDB
Zm00001eb038510	Zm00001d031849	GRMZM2G115750	pco095480		Gene Model - MaizeGDB
Zm00001eb038530	Zm00001d031850	GRMZM2G017045	pgr5	proton gradient regulation 5 homolog	Gene Model - MaizeGDB
Zm00001eb038560	Zm00001d031852	GRMZM2G318794	pco061228		Gene Model - MaizeGDB
Zm00001eb038580	Zm00001d031853	GRMZM2G016210	umc1122		Gene Model - MaizeGDB
Zm00001eb038600	Zm00001d031854	GRMZM2G148896	tena2	thiaminase2	Gene Model - MaizeGDB
Zm00001eb038610	Zm00001d031855	AT3G04290	ltl1	lithium tolerant lipase1	Arabidopsis Ortholog
Zm00001eb038610	Zm00001d031855	GRMZM2G148867	ltl1	lithium tolerant lipase1	Gene Model - MaizeGDB
Zm00001eb038640	Zm00001d031858	GRMZM2G165011	GRMZM2G165011		Gene Model - MaizeGDB
Zm00001eb038650	Zm00001d031860	GRMZM2G056686	LOC100192754		Gene Model - MaizeGDB
Zm00001eb038660	Zm00001d031861	GRMZM2G028386	ereb137	AP2-EREBP-transcription factor 137	Gene Model - MaizeGDB
Zm00001eb038660	Zm00001d031861	GRMZM2G028386	ereb137	AP2-EREBP-transcription factor 137	Grassius
Zm00001eb038710	Zm00001d031871	AX146898	br2	brachytic2	GenBank
Zm00001eb038710	Zm00001d031871	GRMZM2G315375	br2	brachytic2	Gene Model - MaizeGDB
Zm00001eb038720	Zm00001d031872	GRMZM2G328309	LOC103643177		Gene Model - MaizeGDB
Zm00001eb038720	Zm00001d031873	GRMZM2G328309	LOC103643177		Gene Model - MaizeGDB
Zm00001eb038730	Zm00001d031875	AY108469	pht7	phosphate transporter protein7	GenBank
Zm00001eb038730	Zm00001d031875	AY974043	pht7	phosphate transporter protein7	GenBank
Zm00001eb038730	Zm00001d031875	GRMZM2G112377	pht7	phosphate transporter protein7	Gene Model - MaizeGDB
Zm00001eb038810	Zm00001d031880		Zm00001eb038810		<i>unknown</i>
Zm00001eb038820	Zm00001d031882		lbd51	LBD-transcription factor 51	<i>unknown</i>
Zm00001eb038870	Zm00001d031891	GRMZM2G389233	Zm00001d031891		Gene Model - MaizeGDB
Zm00001eb038880	Zm00001d031892	GRMZM2G090177	Zm00001eb038880		Gene Model - MaizeGDB
Zm00001eb038890	Zm00001d031893	GRMZM2G179703	hct12	hydroxycinnamoyltransferase12	Gene Model - MaizeGDB
Zm00001eb038900	Zm00001d031894	GRMZM2G109977	si660005b01(122)		Gene Model - MaizeGDB
Zm00001eb038910	Zm00001d031895		cchh150	Cys2His2 Zinc Finger150	<i>unknown</i>
Zm00001eb038920	Zm00001d031898	GRMZM2G340305	nactf89	NAC-transcription factor 89	Gene Model - MaizeGDB
Zm00001eb038920	Zm00001d031898	GRMZM2G340305	nactf89	NAC-transcription factor 89	Grassius
Zm00001eb038930	Zm00001d031899	EU956051	mdh6	malate dehydrogenase6	GenBank
Zm00001eb038930	Zm00001d031899	GRMZM2G129513	mdh6	malate dehydrogenase6	Gene Model - MaizeGDB
Zm00001eb038950	Zm00001d031902	GRMZM2G139683	Zm00001eb038950		Gene Model - MaizeGDB
Zm00001eb038960	Zm00001d031904	GRMZM2G139695	cl4255_1		Gene Model - MaizeGDB
Zm00001eb038980	Zm00001d031906	GRMZM2G030531	expa8	alpha expansin8	Gene Model - MaizeGDB
Zm00001eb038990	Zm00001d031907	GRMZM2G106899	gpm192		Gene Model - MaizeGDB
Zm00001eb039000	Zm00001d031908	GRMZM2G106928	sod14	superoxide dismutase14	Gene Model - MaizeGDB
Zm00001eb039010	Zm00001d031909	EU950979	zrp2	Zea root protein2	GenBank
Zm00001eb039010	Zm00001d031909	GRMZM2G106980	zrp2	Zea root protein2	Gene Model - MaizeGDB
Zm00001eb039020	Zm00001d031911	GRMZM2G086123	umc1583a		Gene Model - MaizeGDB
Zm00001eb039040	Zm00001d031913	GRMZM5G804575	Zm00001d031913		Gene Model - MaizeGDB
Zm00001eb039090			Zm00001eb039090		<i>unknown</i>
Zm00001eb039150		GRMZM2G448344	LOC118476108		Gene Model - MaizeGDB
Zm00001eb039230	Zm00001d031921	GRMZM2G314292	pza00131		Gene Model - MaizeGDB
Zm00001eb039240	Zm00001d031922	GRMZM2G052461	aaap4	amino acid/auxin permease4	Gene Model - MaizeGDB
Zm00001eb039250	Zm00001d031923	AC192204.3_FG005	Zm00001d031923		Gene Model - MaizeGDB
Zm00001eb039270	Zm00001d031925	GRMZM2G171934	platz4	PLATZ-transcription factor 4	Gene Model - MaizeGDB
Zm00001eb039270	Zm00001d031925	GRMZM2G171934	platz4	PLATZ-transcription factor 4	Grassius
Zm00001eb039280	Zm00001d031926	AC234528.1_FG006	ga20ox7	gibberellin 20-oxidase7	Gene Model - MaizeGDB
Zm00001eb039290	Zm00001d031927	AC234528.1_FG001	Zm00001d031927		Gene Model - MaizeGDB
Zm00001eb039310	Zm00001d031929	AC234528.1_FG005	dhad1	dihydroxy-acid dehydratase1	Gene Model - MaizeGDB
Zm00001eb039340	Zm00001d031933	GRMZM2G103258	IDP6810		Gene Model - MaizeGDB
Zm00001eb039350	Zm00001d031934	GRMZM2G103197	chao1	chlorophyllide a oxygenase1	Gene Model - MaizeGDB
Zm00001eb039360	Zm00001d031937	GRMZM6G829919	pco123425		Gene Model - MaizeGDB
Zm00001eb039370	Zm00001d031938	GRMZM2G357804	pco141552		Gene Model - MaizeGDB
Zm00001eb039380	Zm00001d031939	GRMZM2G057608	magi32402		Gene Model - MaizeGDB
Zm00001eb039390	Zm00001d031940	AY107728	pco148914b		GenBank
Zm00001eb039390	Zm00001d031940	GRMZM2G058402	pco148914b		Gene Model - MaizeGDB
Zm00001eb039400	Zm00001d031941	GRMZM2G167548	pco077760		Gene Model - MaizeGDB
Zm00001eb039410	Zm00001d031942	GRMZM2G167836	IDP7239		Gene Model - MaizeGDB
Zm00001eb039420	Zm00001d031943	AF272752	krp4	kinesin-related protein4	GenBank
Zm00001eb039420	Zm00001d031943	AI586590	krp4	kinesin-related protein4	GenBank
Zm00001eb039420	Zm00001d031943	AY105166	krp4	kinesin-related protein4	GenBank
Zm00001eb039420	Zm00001d031943	GRMZM2G320689	krp4	kinesin-related protein4	Gene Model - MaizeGDB
Zm00001eb039430	Zm00001d031945	GRMZM2G022866	IDP8282		Gene Model - MaizeGDB
Zm00001eb039470	Zm00001d031949		Zm00001eb039470		<i>unknown</i>
Zm00001eb039500	Zm00001d031951	GRMZM5G825090	Zm00001d031951		Gene Model - MaizeGDB
Zm00001eb039530	Zm00001d031953	AY106330	IDP716		GenBank
Zm00001eb039530	Zm00001d031953	GRMZM5G804772	IDP716		Gene Model - MaizeGDB
Zm00001eb039530	Zm00001d031953	GRMZM5G882446	IDP716		Gene Model - MaizeGDB
Zm00001eb039550	Zm00001d031956	GRMZM2G144387	magi53573		Gene Model - MaizeGDB
Zm00001eb039560	Zm00001d031958	GRMZM2G015344	nrh5	nucleoside N-ribohydrolase5	Gene Model - MaizeGDB
Zm00001eb039570	Zm00001d031959	GRMZM2G319345	IDP8356		Gene Model - MaizeGDB
Zm00001eb039590	Zm00001d031961	GRMZM2G016439	hp1	histidine-containing phosphotransfer protein1	Gene Model - MaizeGDB
Zm00001eb039610	Zm00001d031963	GRMZM2G319357	GRMZM2G319357		Gene Model - MaizeGDB
Zm00001eb039620	Zm00001d031967	GRMZM2G158479	GRMZM2G158479		Gene Model - MaizeGDB
Zm00001eb039630	Zm00001d031969	GRMZM2G158462	uaz7c01c01		Gene Model - MaizeGDB
Zm00001eb039650	Zm00001d031971	A0A1D6KMS8	ccp35	cysteine protease35	UniProt
Zm00001eb039650	Zm00001d031971	GRMZM2G456217	ccp35	cysteine protease35	Gene Model - MaizeGDB
Zm00001eb039670	Zm00001d031975	GRMZM2G149414	pco090267		Gene Model - MaizeGDB
Zm00001eb039710	Zm00001d031977	GRMZM2G149442	pat5	protein S-acyltransferase5	Gene Model - MaizeGDB
Zm00001eb039720	Zm00001d031979	GRMZM2G015588	dhna1	dihydroneopterin aldolase1	Gene Model - MaizeGDB
Zm00001eb039740	Zm00001d031981	GRMZM2G025488	ect22	evolutionarily conserved C-terminal22	Gene Model - MaizeGDB
Zm00001eb039750	Zm00001d031985	GRMZM2G104516	GRMZM2G104516		Gene Model - MaizeGDB
Zm00001eb039810	Zm00001d031992	AY754867	iddp1	indeterminate domain p1	GenBank
Zm00001eb039810	Zm00001d031992	EU975957	iddp1	indeterminate domain p1	GenBank
Zm00001eb039810	Zm00001d031992	GRMZM2G179677	iddp1	indeterminate domain p1	Gene Model - MaizeGDB
Zm00001eb039820	Zm00001d031993	GRMZM2G154124	si687017e07		Gene Model - MaizeGDB
Zm00001eb039830	Zm00001d031995	GRMZM2G095579	dhna2	dihydroneopterin aldolase2	Gene Model - MaizeGDB
Zm00001eb039840	Zm00001d031996	GRMZM2G143878	B8A1L6		Gene Model - MaizeGDB
Zm00001eb039850	Zm00001d031997	AT4G35250	hcf244	high chlorophyll fluorescence244	Arabidopsis Ortholog
Zm00001eb039850	Zm00001d031997	GRMZM2G143917	hcf244	high chlorophyll fluorescence244	Gene Model - MaizeGDB
Zm00001eb039920	Zm00001d032000	AC202011.3_FG010	si687013b07		Gene Model - MaizeGDB
Zm00001eb039970	Zm00001d032008	GRMZM2G112617	ring56	RING-type E3 ligase56	Gene Model - MaizeGDB
Zm00001eb039980	Zm00001d032010	EZ085466.1  	umc1374		GenBank
Zm00001eb039980	Zm00001d032010	GRMZM2G119761	umc1374		Gene Model - MaizeGDB
Zm00001eb040000	Zm00001d032012	GRMZM2G342687	Zm00001eb040000		Gene Model - MaizeGDB
Zm00001eb040020	Zm00001d032014	GRMZM2G155042	Zm00001eb040020		Gene Model - MaizeGDB
Zm00001eb040030	Zm00001d032015	GRMZM2G373447	Zm00001eb040030		Gene Model - MaizeGDB
Zm00001eb040040	Zm00001d032019	AY104517	acpt1	acyl carrier protein1	GenBank
Zm00001eb040040	Zm00001d032019	GRMZM2G175818	acpt1	acyl carrier protein1	Gene Model - MaizeGDB
Zm00001eb040050	Zm00001d032022	GRMZM2G175779	cl5397_1		Gene Model - MaizeGDB
Zm00001eb040070	Zm00001d032024	GRMZM2G084583	myb38	myb transcription factor38	Gene Model - MaizeGDB
Zm00001eb040070	Zm00001d032024	GRMZM2G084583	myb38	myb transcription factor38	Grassius
Zm00001eb040120	Zm00001d032028	AT5G66200	aro1	armadillo repeat only1	Arabidopsis Ortholog
Zm00001eb040120	Zm00001d032028	GRMZM2G043353	aro1	armadillo repeat only1	Gene Model - MaizeGDB
Zm00001eb040130	Zm00001d032029	GRMZM2G303157	pco120628		Gene Model - MaizeGDB
Zm00001eb040140	Zm00001d032030	GRMZM2G303149	cl4469_1		Gene Model - MaizeGDB
Zm00001eb040150	Zm00001d032031	GRMZM2G037655	cl16981_1		Gene Model - MaizeGDB
Zm00001eb040160	Zm00001d032032	GRMZM2G037650	myb167	MYB-transcription factor 167	Gene Model - MaizeGDB
Zm00001eb040160	Zm00001d032032	GRMZM2G037650	myb167	MYB-transcription factor 167	Grassius
Zm00001eb040180	Zm00001d032035	GRMZM2G089528	ftfh2	flavonoid 3′,5′-hydroxylase2	Gene Model - MaizeGDB
Zm00001eb040190	Zm00001d032036	GRMZM2G460383	LOC100273650		Gene Model - MaizeGDB
Zm00001eb040220	Zm00001d032040	GRMZM2G042407	srs1	SHI/STY (SRS)-transcription factor 1	Gene Model - MaizeGDB
Zm00001eb040220	Zm00001d032040	GRMZM2G042407	srs1	SHI/STY (SRS)-transcription factor 1	Grassius
Zm00001eb040240	Zm00001d032042	GRMZM2G092823	AY111834		Gene Model - MaizeGDB
Zm00001eb040250	Zm00001d032044	GRMZM2G122064	si687076d05		Gene Model - MaizeGDB
Zm00001eb040280	Zm00001d032046	GRMZM2G348452	ckx10	cytokinin oxidase10	Gene Model - MaizeGDB
Zm00001eb040290	Zm00001d032047	GRMZM2G363004	glp30	germin-like protein30	Gene Model - MaizeGDB
Zm00001eb040300	Zm00001d032048	AC195794.3_FG002	glp37	germin-like protein37	Gene Model - MaizeGDB
Zm00001eb040310	Zm00001d032049	AY921644	opr7	12-oxo-phytodienoic acid reductase7	GenBank
Zm00001eb040310	Zm00001d032049	EU961215	opr7	12-oxo-phytodienoic acid reductase7	GenBank
Zm00001eb040310	Zm00001d032049	GRMZM2G148281	opr7	12-oxo-phytodienoic acid reductase7	Gene Model - MaizeGDB
Zm00001eb040320	Zm00001d032050	GRMZM2G088980	cyc36	cyclin36	Gene Model - MaizeGDB
Zm00001eb040320	Zm00001d032052	GRMZM2G088980	cyc36	cyclin36	Gene Model - MaizeGDB
Zm00001eb040330	Zm00001d032050	GRMZM2G088980	cyc36	cyclin36	Gene Model - MaizeGDB
Zm00001eb040330	Zm00001d032052	GRMZM2G088980	cyc36	cyclin36	Gene Model - MaizeGDB
Zm00001eb040400	Zm00001d032060	GRMZM2G021074	umc5c		Gene Model - MaizeGDB
Zm00001eb040440	Zm00001d032066		mmp213		<i>unknown</i>
Zm00001eb040450	Zm00001d032069	GRMZM2G101245	Zm00001eb040450		Gene Model - MaizeGDB
Zm00001eb040460	Zm00001d032070	GRMZM2G401147	GRMZM2G401147		Gene Model - MaizeGDB
Zm00001eb040480	Zm00001d032072	GRMZM2G028726	bnlg1556		Gene Model - MaizeGDB
Zm00001eb040520	Zm00001d032076	GRMZM2G470452	pco089222		Gene Model - MaizeGDB
Zm00001eb040530	Zm00001d032077	GRMZM2G163745	ereb199	AP2-EREBP-transcription factor 199	Gene Model - MaizeGDB
Zm00001eb040530	Zm00001d032077	GRMZM2G163745	ereb199	AP2-EREBP-transcription factor 199	Grassius
Zm00001eb040550	Zm00001d032079	GRMZM2G448185	rboh8	respiratory burst oxidase8	Gene Model - MaizeGDB
Zm00001eb040560	Zm00001d032081	GRMZM2G125557	umc2505		Gene Model - MaizeGDB
Zm00001eb040570	Zm00001d032083	GRMZM2G059465	umc2750		Gene Model - MaizeGDB
Zm00001eb040580	Zm00001d032084	GRMZM2G059502	dnaJ12	DnaJ/Hsp40 12	Gene Model - MaizeGDB
Zm00001eb040610	Zm00001d032088	GRMZM2G460861	saur4	small auxin up RNA4	Gene Model - MaizeGDB
Zm00001eb040620	Zm00001d032090	GRMZM2G400126	LOC103643242		Gene Model - MaizeGDB
Zm00001eb040630	Zm00001d032090	GRMZM2G400126	LOC103643242		Gene Model - MaizeGDB
Zm00001eb040640	Zm00001d032090	GRMZM2G400126	LOC103643242		Gene Model - MaizeGDB
Zm00001eb040650	Zm00001d032091	GRMZM2G400156	saur5	small auxin up RNA5	Gene Model - MaizeGDB
Zm00001eb040680	Zm00001d032094	GRMZM2G059138	saur6	small auxin up RNA6	Gene Model - MaizeGDB
Zm00001eb040690	Zm00001d032095	GRMZM2G050851	ereb167	AP2-EREBP-transcription factor 167	Gene Model - MaizeGDB
Zm00001eb040690	Zm00001d032095	GRMZM2G050851	ereb167	AP2-EREBP-transcription factor 167	Grassius
Zm00001eb040700	Zm00001d032096	GRMZM2G110306	arid9	ARID-transcription factor 9	Grassius
Zm00001eb040700	Zm00001d032096	GRMZM5G866423	arid9	ARID-transcription factor 9	Gene Model - MaizeGDB
Zm00001eb040700	Zm00001d032096	GRMZM5G866423	arid9	ARID-transcription factor 9	Grassius
Zm00001eb040710	Zm00001d032096	GRMZM2G110306	arid9	ARID-transcription factor 9	Grassius
Zm00001eb040710	Zm00001d032096	GRMZM5G866423	arid9	ARID-transcription factor 9	Gene Model - MaizeGDB
Zm00001eb040710	Zm00001d032096	GRMZM5G866423	arid9	ARID-transcription factor 9	Grassius
Zm00001eb040730	Zm00001d032098	GRMZM2G129879	flz3	FCS-like zinc finger3	Gene Model - MaizeGDB
Zm00001eb040760	Zm00001d032100	GRMZM2G043415	pme44	pectin methylesterase44	Gene Model - MaizeGDB
Zm00001eb040770	Zm00001d032101	GRMZM2G043530	IDP8950		Gene Model - MaizeGDB
Zm00001eb040790	Zm00001d032103	GRMZM2G048522	ccl4	coumarate-CoA ligase4	Gene Model - MaizeGDB
Zm00001eb040800	Zm00001d032104	GRMZM2G048475	IDP8655		Gene Model - MaizeGDB
Zm00001eb040810	Zm00001d032105	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Gene Model - MaizeGDB
Zm00001eb040810	Zm00001d032105	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Grassius
Zm00001eb040810	Zm00001d032106	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Gene Model - MaizeGDB
Zm00001eb040810	Zm00001d032106	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Grassius
Zm00001eb040810	Zm00001d032107	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Gene Model - MaizeGDB
Zm00001eb040810	Zm00001d032107	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Grassius
Zm00001eb040830	Zm00001d032105	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Gene Model - MaizeGDB
Zm00001eb040830	Zm00001d032105	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Grassius
Zm00001eb040830	Zm00001d032106	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Gene Model - MaizeGDB
Zm00001eb040830	Zm00001d032106	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Grassius
Zm00001eb040830	Zm00001d032107	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Gene Model - MaizeGDB
Zm00001eb040830	Zm00001d032107	GRMZM2G048403	mybr15	MYB-related-transcription factor 15	Grassius
Zm00001eb040860	Zm00001d032109	GRMZM2G048276	cl11892_1		Gene Model - MaizeGDB
Zm00001eb040880	Zm00001d032112	GRMZM2G073988	Zm00001d032112		Gene Model - MaizeGDB
Zm00001eb040890	Zm00001d032114	AT1G17745	pgdh1	phosphoglycerate dehydrogenase1	Arabidopsis Ortholog
Zm00001eb040890	Zm00001d032114	GRMZM2G073814	pgdh1	phosphoglycerate dehydrogenase1	Gene Model - MaizeGDB
Zm00001eb040900	Zm00001d032115	GRMZM2G373859	Zm00001d032115		Gene Model - MaizeGDB
Zm00001eb040920	Zm00001d032116	GRMZM2G428554	pepr2	plant elicitor peptide receptor2	Gene Model - MaizeGDB
Zm00001eb040930	Zm00001d032117	GRMZM2G128605	Zm00001d032117		Gene Model - MaizeGDB
Zm00001eb040940	Zm00001d032118	GRMZM2G079928	trps3	trehalose-6-phosphate synthase3	Gene Model - MaizeGDB
Zm00001eb040950	Zm00001d032120	GRMZM2G059397	npi605a		Gene Model - MaizeGDB
Zm00001eb040960	Zm00001d032123	GRMZM2G121942	Zm00001d032123		Gene Model - MaizeGDB
Zm00001eb040970	Zm00001d032127	GRMZM2G155753	umc1833		Gene Model - MaizeGDB
Zm00001eb041050	Zm00001d032142	GRMZM2G151955	IDP4480		Gene Model - MaizeGDB
Zm00001eb041070	Zm00001d032144	GRMZM2G131266	ereb60	AP2-EREBP-transcription factor 60	Gene Model - MaizeGDB
Zm00001eb041070	Zm00001d032144	GRMZM2G131266	ereb60	AP2-EREBP-transcription factor 60	Grassius
Zm00001eb041080	Zm00001d032145	GRMZM2G459561	Zm00001eb041080		Gene Model - MaizeGDB
Zm00001eb041100	Zm00001d032148	GRMZM2G131165	hct9	hydroxycinnamoyltransferase9	Gene Model - MaizeGDB
Zm00001eb041120	Zm00001d032152	AY103989	cncr1	cinnamoyl CoA reductase1	GenBank
Zm00001eb041120	Zm00001d032152	GRMZM2G131205	cncr1	cinnamoyl CoA reductase1	Gene Model - MaizeGDB
Zm00001eb041140	Zm00001d032155	GRMZM2G429940	cipk6	calcineurin B-like-interacting protein kinase6	Gene Model - MaizeGDB
Zm00001eb041150	Zm00001d032156	AM709772	fad6	fatty acid desaturase6	GenBank
Zm00001eb041150	Zm00001d032156	GRMZM2G078569	fad6	fatty acid desaturase6	Gene Model - MaizeGDB
Zm00001eb041160	Zm00001d032156	GRMZM2G078569	pco103958		Gene Model - MaizeGDB
Zm00001eb041170	Zm00001d032157	GRMZM2G047238	pco132860		Gene Model - MaizeGDB
Zm00001eb041180	Zm00001d032158	GRMZM2G047019	cl339_1a		Gene Model - MaizeGDB
Zm00001eb041190	Zm00001d032160	GRMZM2G043819	pco119340		Gene Model - MaizeGDB
Zm00001eb041200	Zm00001d032162	GRMZM2G124307	til2	temperature-induced lipocalin2	Gene Model - MaizeGDB
Zm00001eb041210	Zm00001d032163	GRMZM2G124281	LOC100283687		Gene Model - MaizeGDB
Zm00001eb041250	Zm00001d032170	GRMZM2G005955	si687006a08		Gene Model - MaizeGDB
Zm00001eb041270	Zm00001d032172	GRMZM2G139360	pfk11	phosphofructose kinase11	Gene Model - MaizeGDB
Zm00001eb041290	Zm00001d032175	GRMZM2G438438	zhd5	ZF-HD-transcription factor 5	Gene Model - MaizeGDB
Zm00001eb041290	Zm00001d032175	GRMZM2G438438	zhd5	ZF-HD-transcription factor 5	Grassius
Zm00001eb041320	Zm00001d032178	GRMZM2G024468	myb83	MYB-transcription factor 83	Gene Model - MaizeGDB
Zm00001eb041320	Zm00001d032178	GRMZM2G024468	myb83	MYB-transcription factor 83	Grassius
Zm00001eb041330	Zm00001d032179	GRMZM2G131937	myb33	MYB-transcription factor 33	Gene Model - MaizeGDB
Zm00001eb041330	Zm00001d032179	GRMZM2G131937	myb33	MYB-transcription factor 33	Grassius
Zm00001eb041340	Zm00001d032181	GRMZM2G152552	IDP243		Gene Model - MaizeGDB
Zm00001eb041350	Zm00001d032182	GRMZM2G152543	nactf55	NAC-transcription factor 55	Gene Model - MaizeGDB
