HORVU.MOREX.r3.1HG0000030	HORVU1Hr1G000030
HORVU.MOREX.r3.1HG0015270	HORVU1Hr1G014800
HORVU.MOREX.r3.1HG0015360	HORVU1Hr1G014910
HORVU.MOREX.r3.1HG0015390	HORVU1Hr1G015000
HORVU.MOREX.r3.1HG0015430	HORVU1Hr1G014950
HORVU.MOREX.r3.1HG0015470	HORVU1Hr1G015050
HORVU.MOREX.r3.1HG0015480	HORVU1Hr1G015040
HORVU.MOREX.r3.1HG0015520	HORVU1Hr1G015090
HORVU.MOREX.r3.1HG0015620	HORVU1Hr1G015190
HORVU.MOREX.r3.1HG0015680	HORVU1Hr1G015210
HORVU.MOREX.r3.1HG0015750	HORVU1Hr1G015260
HORVU.MOREX.r3.1HG0015760	HORVU1Hr1G015270
HORVU.MOREX.r3.1HG0015790	HORVU1Hr1G015300
HORVU.MOREX.r3.1HG0015890	HORVU1Hr1G015310
HORVU.MOREX.r3.1HG0016090	HORVU1Hr1G015490
HORVU.MOREX.r3.1HG0016110	HORVU1Hr1G015500
HORVU.MOREX.r3.1HG0016190	HORVU1Hr1G015580
HORVU.MOREX.r3.1HG0016200	HORVU1Hr1G015560
HORVU.MOREX.r3.1HG0016210	HORVU1Hr1G015550
HORVU.MOREX.r3.1HG0016260	HORVU1Hr1G015620
HORVU.MOREX.r3.1HG0016310	HORVU1Hr1G015660
HORVU.MOREX.r3.1HG0016360	HORVU1Hr1G015710
HORVU.MOREX.r3.1HG0016370	HORVU1Hr1G015720
HORVU.MOREX.r3.1HG0016410	HORVU0Hr1G040000
HORVU.MOREX.r3.1HG0016450	HORVU1Hr1G015770
HORVU.MOREX.r3.1HG0016480	HORVU1Hr1G015810
HORVU.MOREX.r3.1HG0016550	HORVU1Hr1G015890
HORVU.MOREX.r3.1HG0016590	HORVU1Hr1G015910
HORVU.MOREX.r3.1HG0016660	HORVU1Hr1G016030
HORVU.MOREX.r3.1HG0016710	HORVU1Hr1G016080
HORVU.MOREX.r3.1HG0016730	HORVU1Hr1G016110
HORVU.MOREX.r3.1HG0016740	HORVU1Hr1G016130
HORVU.MOREX.r3.1HG0016760	HORVU1Hr1G016170
HORVU.MOREX.r3.1HG0016770	HORVU1Hr1G016190
HORVU.MOREX.r3.1HG0016810	HORVU1Hr1G016240
HORVU.MOREX.r3.1HG0016820	HORVU0Hr1G030010
HORVU.MOREX.r3.1HG0016850	HORVU1Hr1G016280
HORVU.MOREX.r3.1HG0016910	HORVU1Hr1G016320
HORVU.MOREX.r3.1HG0016940	HORVU1Hr1G016360
HORVU.MOREX.r3.1HG0016950	HORVU1Hr1G016370
HORVU.MOREX.r3.1HG0017050	HORVU1Hr1G016420
HORVU.MOREX.r3.1HG0017070	HORVU1Hr1G016480
HORVU.MOREX.r3.1HG0017080	HORVU1Hr1G016430
HORVU.MOREX.r3.1HG0017100	HORVU1Hr1G016500
HORVU.MOREX.r3.1HG0017110	HORVU1Hr1G016490
HORVU.MOREX.r3.1HG0017130	HORVU1Hr1G016540
HORVU.MOREX.r3.1HG0017150	HORVU1Hr1G016600
HORVU.MOREX.r3.1HG0017240	HORVU1Hr1G016640
HORVU.MOREX.r3.1HG0017250	HORVU1Hr1G016630
HORVU.MOREX.r3.1HG0017280	HORVU1Hr1G016660
HORVU.MOREX.r3.1HG0017310	HORVU1Hr1G016700
HORVU.MOREX.r3.1HG0017340	HORVU1Hr1G016710
HORVU.MOREX.r3.1HG0017350	HORVU1Hr1G016720
HORVU.MOREX.r3.1HG0017370	HORVU1Hr1G016730
HORVU.MOREX.r3.1HG0017410	HORVU1Hr1G016770
HORVU.MOREX.r3.1HG0017420	HORVU1Hr1G016840
HORVU.MOREX.r3.1HG0017430	HORVU1Hr1G016820
HORVU.MOREX.r3.1HG0017440	HORVU1Hr1G016790
HORVU.MOREX.r3.1HG0017460	HORVU1Hr1G016870
HORVU.MOREX.r3.1HG0017620	HORVU1Hr1G016980
HORVU.MOREX.r3.1HG0017670	HORVU1Hr1G017020
HORVU.MOREX.r3.1HG0017700	HORVU1Hr1G017080
HORVU.MOREX.r3.1HG0017720	HORVU1Hr1G017050
HORVU.MOREX.r3.1HG0017730	HORVU1Hr1G017100
HORVU.MOREX.r3.1HG0017750	HORVU1Hr1G017120
HORVU.MOREX.r3.1HG0017770	HORVU1Hr1G017170
HORVU.MOREX.r3.1HG0017790	HORVU1Hr1G017190
HORVU.MOREX.r3.1HG0017870	HORVU1Hr1G017230
HORVU.MOREX.r3.1HG0017880	HORVU1Hr1G017220
HORVU.MOREX.r3.1HG0017890	HORVU1Hr1G017210
HORVU.MOREX.r3.1HG0017930	HORVU1Hr1G017240
HORVU.MOREX.r3.1HG0017960	HORVU1Hr1G017290
HORVU.MOREX.r3.1HG0017980	HORVU1Hr1G017380
HORVU.MOREX.r3.1HG0018000	HORVU1Hr1G017370
HORVU.MOREX.r3.1HG0018050	HORVU1Hr1G017410
HORVU.MOREX.r3.1HG0018110	HORVU1Hr1G017460
HORVU.MOREX.r3.1HG0018130	HORVU1Hr1G017480
HORVU.MOREX.r3.1HG0018150	HORVU1Hr1G017470
HORVU.MOREX.r3.1HG0018160	HORVU1Hr1G017550
HORVU.MOREX.r3.1HG0018170	HORVU1Hr1G017530
HORVU.MOREX.r3.1HG0018190	HORVU1Hr1G017570
HORVU.MOREX.r3.1HG0018200	HORVU1Hr1G017570
HORVU.MOREX.r3.1HG0018210	HORVU1Hr1G017580
HORVU.MOREX.r3.1HG0018240	HORVU1Hr1G017660
HORVU.MOREX.r3.1HG0018250	HORVU1Hr1G017670
HORVU.MOREX.r3.1HG0018260	HORVU1Hr1G017700
HORVU.MOREX.r3.1HG0018270	HORVU1Hr1G017710
HORVU.MOREX.r3.1HG0018350	HORVU1Hr1G017770
HORVU.MOREX.r3.1HG0018390	HORVU1Hr1G017830
HORVU.MOREX.r3.1HG0018430	HORVU1Hr1G017800
HORVU.MOREX.r3.1HG0018510	HORVU1Hr1G017900
HORVU.MOREX.r3.1HG0018590	HORVU1Hr1G017970
HORVU.MOREX.r3.1HG0018610	HORVU1Hr1G018000
HORVU.MOREX.r3.1HG0018620	HORVU1Hr1G018010
HORVU.MOREX.r3.1HG0018730	HORVU1Hr1G018060
HORVU.MOREX.r3.1HG0018760	HORVU1Hr1G018100
HORVU.MOREX.r3.1HG0018800	HORVU1Hr1G018140
HORVU.MOREX.r3.1HG0018810	HORVU1Hr1G018150
HORVU.MOREX.r3.1HG0018830	HORVU1Hr1G018200
HORVU.MOREX.r3.1HG0018930	HORVU1Hr1G018260
HORVU.MOREX.r3.1HG0018940	HORVU1Hr1G018260
HORVU.MOREX.r3.1HG0019040	HORVU1Hr1G018290
HORVU.MOREX.r3.1HG0019060	HORVU1Hr1G018310
HORVU.MOREX.r3.1HG0019140	HORVU1Hr1G018350
HORVU.MOREX.r3.1HG0019150	HORVU1Hr1G018360
HORVU.MOREX.r3.1HG0019160	HORVU1Hr1G018370
HORVU.MOREX.r3.1HG0019170	HORVU1Hr1G018380
HORVU.MOREX.r3.1HG0019220	HORVU1Hr1G018450
HORVU.MOREX.r3.1HG0019230	HORVU1Hr1G018480
HORVU.MOREX.r3.1HG0019240	HORVU1Hr1G018500
HORVU.MOREX.r3.1HG0019260	HORVU1Hr1G018540
HORVU.MOREX.r3.1HG0019320	HORVU1Hr1G018700
HORVU.MOREX.r3.1HG0019340	HORVU1Hr1G018720
HORVU.MOREX.r3.1HG0019350	HORVU1Hr1G018730
HORVU.MOREX.r3.1HG0019360	HORVU1Hr1G018740
HORVU.MOREX.r3.1HG0019380	HORVU1Hr1G018750
HORVU.MOREX.r3.1HG0019390	HORVU1Hr1G018770
HORVU.MOREX.r3.1HG0019410	HORVU1Hr1G018790
HORVU.MOREX.r3.1HG0019420	HORVU1Hr1G018780
HORVU.MOREX.r3.1HG0019580	HORVU1Hr1G018930
HORVU.MOREX.r3.1HG0019660	HORVU1Hr1G019000
HORVU.MOREX.r3.1HG0019870	HORVU1Hr1G019330
HORVU.MOREX.r3.1HG0019920	HORVU1Hr1G019320
HORVU.MOREX.r3.1HG0019930	HORVU1Hr1G019340
HORVU.MOREX.r3.1HG0019950	HORVU2Hr1G063710
HORVU.MOREX.r3.1HG0019960	HORVU1Hr1G019380
HORVU.MOREX.r3.1HG0019970	HORVU1Hr1G019410
HORVU.MOREX.r3.1HG0019980	HORVU1Hr1G019390
HORVU.MOREX.r3.1HG0020180	HORVU1Hr1G019520
HORVU.MOREX.r3.1HG0020190	HORVU1Hr1G019500
HORVU.MOREX.r3.1HG0020220	HORVU1Hr1G019570
HORVU.MOREX.r3.1HG0020260	HORVU1Hr1G019530
HORVU.MOREX.r3.1HG0020270	HORVU1Hr1G019590
HORVU.MOREX.r3.1HG0020300	HORVU1Hr1G019650
HORVU.MOREX.r3.1HG0020320	HORVU1Hr1G019670
HORVU.MOREX.r3.1HG0020390	HORVU1Hr1G019710
HORVU.MOREX.r3.1HG0020440	HORVU1Hr1G019770
HORVU.MOREX.r3.1HG0020450	HORVU1Hr1G019750
HORVU.MOREX.r3.1HG0020680	HORVU1Hr1G019930
HORVU.MOREX.r3.1HG0020820	HORVU1Hr1G020000
HORVU.MOREX.r3.1HG0020840	HORVU1Hr1G020010
HORVU.MOREX.r3.1HG0020850	HORVU1Hr1G020020
HORVU.MOREX.r3.1HG0020900	HORVU1Hr1G020050
HORVU.MOREX.r3.1HG0020910	HORVU1Hr1G020060
HORVU.MOREX.r3.1HG0020930	HORVU1Hr1G020120
HORVU.MOREX.r3.1HG0020980	HORVU1Hr1G020140
HORVU.MOREX.r3.1HG0020990	HORVU1Hr1G020150
HORVU.MOREX.r3.1HG0021010	HORVU1Hr1G020200
HORVU.MOREX.r3.1HG0021020	HORVU1Hr1G020190
HORVU.MOREX.r3.1HG0021090	HORVU1Hr1G020270
HORVU.MOREX.r3.1HG0021130	HORVU1Hr1G020240
HORVU.MOREX.r3.1HG0021150	HORVU1Hr1G020240
HORVU.MOREX.r3.1HG0021190	HORVU1Hr1G020240
HORVU.MOREX.r3.1HG0021200	HORVU1Hr1G020240
HORVU.MOREX.r3.1HG0021220	HORVU1Hr1G020240
HORVU.MOREX.r3.1HG0021240	HORVU1Hr1G020360
HORVU.MOREX.r3.1HG0021280	HORVU1Hr1G020370
HORVU.MOREX.r3.1HG0021290	HORVU1Hr1G020380
HORVU.MOREX.r3.1HG0021320	HORVU1Hr1G021120
HORVU.MOREX.r3.1HG0021330	HORVU1Hr1G021130
HORVU.MOREX.r3.1HG0021340	HORVU1Hr1G021140
HORVU.MOREX.r3.1HG0021350	HORVU1Hr1G021150
HORVU.MOREX.r3.1HG0021360	HORVU1Hr1G021160
HORVU.MOREX.r3.1HG0021380	HORVU1Hr1G021170
HORVU.MOREX.r3.1HG0021390	HORVU1Hr1G021180
HORVU.MOREX.r3.1HG0021400	HORVU1Hr1G021100
HORVU.MOREX.r3.1HG0021430	HORVU1Hr1G021070
HORVU.MOREX.r3.1HG0021440	HORVU1Hr1G021040
HORVU.MOREX.r3.1HG0021450	HORVU1Hr1G021000
HORVU.MOREX.r3.1HG0021640	HORVU1Hr1G020800
HORVU.MOREX.r3.1HG0021690	HORVU1Hr1G020720
HORVU.MOREX.r3.1HG0021710	HORVU1Hr1G020690
HORVU.MOREX.r3.1HG0021720	HORVU1Hr1G020660
HORVU.MOREX.r3.1HG0021770	HORVU1Hr1G020620
HORVU.MOREX.r3.1HG0021800	HORVU1Hr1G020560
HORVU.MOREX.r3.1HG0021810	HORVU1Hr1G020550
HORVU.MOREX.r3.1HG0021820	HORVU1Hr1G020530
HORVU.MOREX.r3.1HG0021830	HORVU1Hr1G020530
HORVU.MOREX.r3.1HG0021870	HORVU1Hr1G020500
HORVU.MOREX.r3.1HG0021880	HORVU1Hr1G020490
HORVU.MOREX.r3.1HG0021960	HORVU1Hr1G020450
HORVU.MOREX.r3.1HG0021970	HORVU1Hr1G020410
HORVU.MOREX.r3.1HG0021980	HORVU1Hr1G020420
HORVU.MOREX.r3.1HG0022060	HORVU1Hr1G020390
HORVU.MOREX.r3.1HG0022070	HORVU1Hr1G020400
HORVU.MOREX.r3.1HG0022090	HORVU1Hr1G021190
HORVU.MOREX.r3.1HG0022120	HORVU1Hr1G021230
HORVU.MOREX.r3.1HG0022330	HORVU1Hr1G021390
HORVU.MOREX.r3.1HG0022340	HORVU1Hr1G021390
HORVU.MOREX.r3.1HG0022360	HORVU1Hr1G021340
HORVU.MOREX.r3.1HG0022380	HORVU1Hr1G021410
HORVU.MOREX.r3.1HG0022430	HORVU1Hr1G021490
HORVU.MOREX.r3.1HG0022440	HORVU1Hr1G021540
HORVU.MOREX.r3.1HG0022450	HORVU1Hr1G021530
HORVU.MOREX.r3.1HG0022460	HORVU1Hr1G021550
HORVU.MOREX.r3.1HG0022490	HORVU1Hr1G021560
HORVU.MOREX.r3.1HG0022500	HORVU1Hr1G021590
HORVU.MOREX.r3.1HG0022530	HORVU1Hr1G021620
HORVU.MOREX.r3.1HG0022550	HORVU1Hr1G021630
HORVU.MOREX.r3.1HG0022560	HORVU1Hr1G021640
HORVU.MOREX.r3.1HG0022570	HORVU1Hr1G021650
HORVU.MOREX.r3.1HG0022580	HORVU1Hr1G021650
HORVU.MOREX.r3.1HG0022660	HORVU1Hr1G021690
HORVU.MOREX.r3.1HG0022680	HORVU1Hr1G021700
HORVU.MOREX.r3.1HG0022700	HORVU1Hr1G021730
HORVU.MOREX.r3.1HG0022730	HORVU1Hr1G021710
HORVU.MOREX.r3.1HG0022760	HORVU1Hr1G021760
HORVU.MOREX.r3.1HG0022780	HORVU1Hr1G021780
HORVU.MOREX.r3.1HG0022790	HORVU1Hr1G021800
HORVU.MOREX.r3.1HG0022860	HORVU1Hr1G021890
HORVU.MOREX.r3.1HG0022870	HORVU1Hr1G021880
HORVU.MOREX.r3.1HG0022890	HORVU1Hr1G021920
HORVU.MOREX.r3.1HG0022910	HORVU1Hr1G021930
HORVU.MOREX.r3.1HG0022990	HORVU1Hr1G021990
HORVU.MOREX.r3.1HG0023010	HORVU1Hr1G022020
HORVU.MOREX.r3.1HG0023140	HORVU1Hr1G022050
HORVU.MOREX.r3.1HG0023150	HORVU1Hr1G022060
HORVU.MOREX.r3.1HG0023200	HORVU1Hr1G022100
HORVU.MOREX.r3.1HG0023210	HORVU1Hr1G022100
HORVU.MOREX.r3.1HG0023220	HORVU1Hr1G022110
HORVU.MOREX.r3.1HG0023230	HORVU1Hr1G022130
HORVU.MOREX.r3.1HG0023370	HORVU1Hr1G022250
HORVU.MOREX.r3.1HG0023420	HORVU1Hr1G022290
HORVU.MOREX.r3.1HG0023540	HORVU1Hr1G022370
HORVU.MOREX.r3.1HG0023580	HORVU1Hr1G022380
HORVU.MOREX.r3.1HG0023610	HORVU1Hr1G022390
HORVU.MOREX.r3.1HG0023620	HORVU1Hr1G022400
HORVU.MOREX.r3.1HG0023640	HORVU1Hr1G022430
HORVU.MOREX.r3.1HG0023650	HORVU1Hr1G022420
HORVU.MOREX.r3.1HG0023680	HORVU1Hr1G022450
HORVU.MOREX.r3.1HG0023710	HORVU1Hr1G022470
HORVU.MOREX.r3.1HG0023840	HORVU1Hr1G022550
HORVU.MOREX.r3.1HG0023870	HORVU1Hr1G022660
HORVU.MOREX.r3.1HG0023920	HORVU1Hr1G022670
HORVU.MOREX.r3.1HG0023940	HORVU1Hr1G022720
HORVU.MOREX.r3.1HG0023990	HORVU1Hr1G022750
HORVU.MOREX.r3.1HG0024020	HORVU1Hr1G022790
HORVU.MOREX.r3.1HG0024030	HORVU1Hr1G022800
HORVU.MOREX.r3.1HG0024040	HORVU1Hr1G022810
HORVU.MOREX.r3.1HG0024090	HORVU1Hr1G022840
HORVU.MOREX.r3.1HG0024140	HORVU1Hr1G022900
HORVU.MOREX.r3.1HG0024210	HORVU1Hr1G022990
HORVU.MOREX.r3.1HG0024220	HORVU1Hr1G023010
HORVU.MOREX.r3.1HG0024230	HORVU1Hr1G023030
HORVU.MOREX.r3.1HG0024260	HORVU1Hr1G023030
HORVU.MOREX.r3.1HG0024280	HORVU1Hr1G023060
HORVU.MOREX.r3.1HG0024290	HORVU1Hr1G023070
HORVU.MOREX.r3.1HG0024340	HORVU1Hr1G023100
HORVU.MOREX.r3.1HG0024360	HORVU1Hr1G023120
HORVU.MOREX.r3.1HG0024370	HORVU1Hr1G023170
HORVU.MOREX.r3.1HG0024380	HORVU1Hr1G023160
HORVU.MOREX.r3.1HG0024440	HORVU1Hr1G023220
HORVU.MOREX.r3.1HG0024560	HORVU1Hr1G023320
HORVU.MOREX.r3.1HG0024570	HORVU1Hr1G023330
HORVU.MOREX.r3.1HG0024670	HORVU1Hr1G023460
HORVU.MOREX.r3.1HG0024690	HORVU1Hr1G023480
HORVU.MOREX.r3.1HG0024710	HORVU1Hr1G023500
HORVU.MOREX.r3.1HG0024730	HORVU1Hr1G023510
HORVU.MOREX.r3.1HG0024740	HORVU1Hr1G023520
HORVU.MOREX.r3.1HG0024860	HORVU1Hr1G023620
HORVU.MOREX.r3.1HG0024880	HORVU1Hr1G023630
HORVU.MOREX.r3.1HG0024900	HORVU1Hr1G023670
HORVU.MOREX.r3.1HG0024910	HORVU1Hr1G023660
HORVU.MOREX.r3.1HG0024930	HORVU1Hr1G023710
HORVU.MOREX.r3.1HG0024980	HORVU1Hr1G023690
HORVU.MOREX.r3.1HG0025050	HORVU1Hr1G023750
HORVU.MOREX.r3.1HG0025100	HORVU1Hr1G023820
HORVU.MOREX.r3.1HG0025320	HORVU1Hr1G024070
HORVU.MOREX.r3.1HG0025350	HORVU1Hr1G024060
HORVU.MOREX.r3.1HG0025440	HORVU1Hr1G024140
HORVU.MOREX.r3.1HG0025500	HORVU1Hr1G024170
HORVU.MOREX.r3.1HG0025510	HORVU1Hr1G024170
HORVU.MOREX.r3.1HG0025520	HORVU1Hr1G024190
HORVU.MOREX.r3.1HG0025530	HORVU1Hr1G024180
HORVU.MOREX.r3.1HG0025550	HORVU1Hr1G024210
HORVU.MOREX.r3.1HG0025600	HORVU1Hr1G024220
HORVU.MOREX.r3.1HG0025620	HORVU1Hr1G024240
HORVU.MOREX.r3.1HG0025660	HORVU1Hr1G024280
HORVU.MOREX.r3.1HG0025690	HORVU1Hr1G024300
HORVU.MOREX.r3.1HG0025720	HORVU1Hr1G024400
HORVU.MOREX.r3.1HG0025730	HORVU1Hr1G024400
HORVU.MOREX.r3.1HG0025750	HORVU1Hr1G024390
HORVU.MOREX.r3.1HG0025790	HORVU1Hr1G024420
HORVU.MOREX.r3.1HG0025840	HORVU1Hr1G024460
HORVU.MOREX.r3.1HG0025880	HORVU1Hr1G024510
HORVU.MOREX.r3.1HG0025890	HORVU1Hr1G024490
HORVU.MOREX.r3.1HG0025900	HORVU1Hr1G024540
HORVU.MOREX.r3.1HG0025960	HORVU1Hr1G024580
HORVU.MOREX.r3.1HG0025980	HORVU1Hr1G024670
HORVU.MOREX.r3.1HG0026010	HORVU1Hr1G024640
HORVU.MOREX.r3.1HG0026030	HORVU1Hr1G024700
HORVU.MOREX.r3.1HG0026070	HORVU1Hr1G024710
HORVU.MOREX.r3.1HG0026080	HORVU1Hr1G024740
HORVU.MOREX.r3.1HG0026170	HORVU1Hr1G024810
HORVU.MOREX.r3.1HG0026180	HORVU1Hr1G024810
HORVU.MOREX.r3.1HG0026190	HORVU1Hr1G024860
HORVU.MOREX.r3.1HG0026240	HORVU1Hr1G024870
HORVU.MOREX.r3.1HG0026350	HORVU0Hr1G000290
HORVU.MOREX.r3.1HG0026390	HORVU1Hr1G024990
HORVU.MOREX.r3.1HG0026420	HORVU1Hr1G025020
HORVU.MOREX.r3.1HG0026430	HORVU1Hr1G025020
HORVU.MOREX.r3.1HG0026440	HORVU1Hr1G025030
HORVU.MOREX.r3.1HG0026470	HORVU1Hr1G025040
HORVU.MOREX.r3.1HG0026570	HORVU1Hr1G025110
HORVU.MOREX.r3.1HG0026580	HORVU1Hr1G025100
HORVU.MOREX.r3.1HG0026630	HORVU1Hr1G025060
HORVU.MOREX.r3.1HG0026640	HORVU1Hr1G025060
HORVU.MOREX.r3.1HG0026650	HORVU1Hr1G025060
HORVU.MOREX.r3.1HG0026660	HORVU1Hr1G025060
HORVU.MOREX.r3.1HG0026750	HORVU0Hr1G039960
HORVU.MOREX.r3.1HG0026830	HORVU1Hr1G025250
HORVU.MOREX.r3.1HG0026870	HORVU1Hr1G025280
HORVU.MOREX.r3.1HG0026900	HORVU1Hr1G025340
HORVU.MOREX.r3.1HG0026930	HORVU1Hr1G025360
HORVU.MOREX.r3.1HG0026940	HORVU1Hr1G025390
HORVU.MOREX.r3.1HG0026950	HORVU1Hr1G025370
HORVU.MOREX.r3.1HG0027000	HORVU1Hr1G025440
HORVU.MOREX.r3.1HG0027030	HORVU1Hr1G025480
HORVU.MOREX.r3.1HG0027040	HORVU1Hr1G025500
HORVU.MOREX.r3.1HG0027090	HORVU1Hr1G025530
HORVU.MOREX.r3.1HG0027120	HORVU1Hr1G025570
HORVU.MOREX.r3.1HG0027140	HORVU1Hr1G025580
HORVU.MOREX.r3.1HG0027180	HORVU1Hr1G025600
HORVU.MOREX.r3.1HG0027190	HORVU1Hr1G025660
HORVU.MOREX.r3.1HG0027200	HORVU1Hr1G025670
HORVU.MOREX.r3.1HG0027220	HORVU1Hr1G025690
HORVU.MOREX.r3.1HG0027280	HORVU7Hr1G038170
HORVU.MOREX.r3.1HG0027330	HORVU1Hr1G025830
HORVU.MOREX.r3.1HG0027350	HORVU1Hr1G025850
HORVU.MOREX.r3.1HG0027360	HORVU1Hr1G025870
HORVU.MOREX.r3.1HG0027380	HORVU1Hr1G025910
HORVU.MOREX.r3.1HG0027400	HORVU1Hr1G025890
HORVU.MOREX.r3.1HG0027490	HORVU1Hr1G025940
HORVU.MOREX.r3.1HG0027530	HORVU1Hr1G025960
HORVU.MOREX.r3.1HG0027560	HORVU1Hr1G026020
HORVU.MOREX.r3.1HG0027650	HORVU1Hr1G026100
HORVU.MOREX.r3.1HG0027680	HORVU1Hr1G026130
HORVU.MOREX.r3.1HG0027710	HORVU1Hr1G026180
HORVU.MOREX.r3.1HG0027800	HORVU1Hr1G026280
HORVU.MOREX.r3.1HG0027850	HORVU0Hr1G038120
HORVU.MOREX.r3.1HG0027890	HORVU1Hr1G026400
HORVU.MOREX.r3.1HG0027930	HORVU1Hr1G026530
HORVU.MOREX.r3.1HG0027940	HORVU1Hr1G026520
HORVU.MOREX.r3.1HG0027950	HORVU1Hr1G026480
HORVU.MOREX.r3.1HG0028070	HORVU1Hr1G026570
HORVU.MOREX.r3.1HG0028100	HORVU1Hr1G026580
HORVU.MOREX.r3.1HG0028110	HORVU1Hr1G026590
HORVU.MOREX.r3.1HG0028150	HORVU1Hr1G026650
HORVU.MOREX.r3.1HG0028190	HORVU1Hr1G026740
HORVU.MOREX.r3.1HG0028220	HORVU1Hr1G026750
HORVU.MOREX.r3.1HG0028230	HORVU1Hr1G026780
HORVU.MOREX.r3.1HG0028320	HORVU1Hr1G026840
HORVU.MOREX.r3.1HG0029060	HORVU1Hr1G027420
HORVU.MOREX.r3.1HG0029100	HORVU1Hr1G027490
HORVU.MOREX.r3.1HG0029140	HORVU1Hr1G027460
HORVU.MOREX.r3.1HG0029150	HORVU1Hr1G027500
HORVU.MOREX.r3.1HG0029220	HORVU1Hr1G027540
HORVU.MOREX.r3.1HG0029240	HORVU1Hr1G027570
HORVU.MOREX.r3.1HG0029270	HORVU1Hr1G027600
HORVU.MOREX.r3.1HG0029280	HORVU1Hr1G027620
HORVU.MOREX.r3.1HG0029320	HORVU1Hr1G027660
HORVU.MOREX.r3.1HG0029340	HORVU1Hr1G027690
HORVU.MOREX.r3.1HG0029360	HORVU1Hr1G027700
HORVU.MOREX.r3.1HG0029430	HORVU1Hr1G027770
HORVU.MOREX.r3.1HG0029470	HORVU1Hr1G027810
HORVU.MOREX.r3.1HG0029490	HORVU1Hr1G027840
HORVU.MOREX.r3.1HG0029510	HORVU1Hr1G027850
HORVU.MOREX.r3.1HG0029620	HORVU1Hr1G027980
HORVU.MOREX.r3.1HG0029690	HORVU1Hr1G028010
HORVU.MOREX.r3.1HG0029730	HORVU1Hr1G028030
HORVU.MOREX.r3.1HG0029820	HORVU4Hr1G031220
HORVU.MOREX.r3.1HG0029890	HORVU1Hr1G028170
HORVU.MOREX.r3.1HG0029900	HORVU1Hr1G028190
HORVU.MOREX.r3.1HG0029910	HORVU1Hr1G028200
HORVU.MOREX.r3.1HG0030010	HORVU1Hr1G028250
HORVU.MOREX.r3.1HG0030080	HORVU1Hr1G028280
HORVU.MOREX.r3.1HG0030090	HORVU1Hr1G028270
HORVU.MOREX.r3.1HG0030120	HORVU1Hr1G028330
HORVU.MOREX.r3.1HG0030200	HORVU1Hr1G028430
HORVU.MOREX.r3.1HG0030290	HORVU1Hr1G028520
HORVU.MOREX.r3.1HG0030330	HORVU1Hr1G028570
HORVU.MOREX.r3.1HG0030350	HORVU1Hr1G028570
HORVU.MOREX.r3.1HG0030500	HORVU1Hr1G028680
HORVU.MOREX.r3.1HG0030520	HORVU1Hr1G028690
HORVU.MOREX.r3.1HG0030590	HORVU1Hr1G028720
HORVU.MOREX.r3.1HG0030630	HORVU1Hr1G028780
HORVU.MOREX.r3.1HG0030720	HORVU1Hr1G028890
HORVU.MOREX.r3.1HG0030850	HORVU1Hr1G028920
HORVU.MOREX.r3.1HG0031030	HORVU1Hr1G028970
HORVU.MOREX.r3.1HG0031170	HORVU1Hr1G029050
HORVU.MOREX.r3.1HG0031180	HORVU1Hr1G029110
HORVU.MOREX.r3.1HG0031210	HORVU1Hr1G029180
HORVU.MOREX.r3.1HG0031260	HORVU1Hr1G029220
HORVU.MOREX.r3.1HG0031310	HORVU1Hr1G029280
HORVU.MOREX.r3.1HG0031340	HORVU1Hr1G029350
HORVU.MOREX.r3.1HG0031380	HORVU1Hr1G029460
HORVU.MOREX.r3.1HG0031410	HORVU1Hr1G029480
HORVU.MOREX.r3.1HG0031450	HORVU1Hr1G029490
HORVU.MOREX.r3.1HG0031470	HORVU1Hr1G029510
HORVU.MOREX.r3.1HG0031480	HORVU1Hr1G029520
HORVU.MOREX.r3.1HG0031520	HORVU1Hr1G029540
HORVU.MOREX.r3.1HG0031680	HORVU1Hr1G029710
HORVU.MOREX.r3.1HG0031730	HORVU1Hr1G029770
HORVU.MOREX.r3.1HG0031770	HORVU1Hr1G029800
HORVU.MOREX.r3.1HG0031820	HORVU1Hr1G029850
HORVU.MOREX.r3.1HG0031920	HORVU1Hr1G029910
HORVU.MOREX.r3.1HG0031940	HORVU1Hr1G029920
HORVU.MOREX.r3.1HG0031980	HORVU1Hr1G029950
HORVU.MOREX.r3.1HG0032140	HORVU1Hr1G030000
HORVU.MOREX.r3.1HG0032150	HORVU1Hr1G030030
HORVU.MOREX.r3.1HG0032160	HORVU1Hr1G030040
HORVU.MOREX.r3.1HG0032230	HORVU1Hr1G030100
HORVU.MOREX.r3.1HG0032260	HORVU1Hr1G030140
HORVU.MOREX.r3.1HG0032470	HORVU1Hr1G030200
HORVU.MOREX.r3.1HG0032540	HORVU1Hr1G030390
HORVU.MOREX.r3.1HG0032570	HORVU1Hr1G030480
HORVU.MOREX.r3.1HG0032650	HORVU1Hr1G030540
HORVU.MOREX.r3.1HG0032710	HORVU1Hr1G030630
HORVU.MOREX.r3.1HG0032760	HORVU1Hr1G030660
HORVU.MOREX.r3.1HG0032840	HORVU1Hr1G030710
HORVU.MOREX.r3.1HG0032910	HORVU1Hr1G030740
HORVU.MOREX.r3.1HG0032990	HORVU1Hr1G030790
HORVU.MOREX.r3.1HG0033070	HORVU1Hr1G030840
HORVU.MOREX.r3.1HG0033130	HORVU1Hr1G030870
